"PublisherName"		"AppName"
Opalis Software Inc.		OpalisRobot Service
Opdicom Pty. Ltd.		OpdiTracker
Open Market Inc.		None
Open Port Technology Inc.		None
Open Software Technlogies Inc.		None
Open Text Corporation		Basis Client
Open Text Corporation		Basis Server
Open Text Corporation		OnTime Client
Open Text Corporation		OnTime Phone Book
Open Text Corporation		OnTime for Windows
Open Text Corporation		Ontime Web Edition
Open Window		WinFlash
Open Window		WinFlash32
Openwave Systems Inc.		FoneSync
Openwave Systems Inc.		Partition Manager
Opera Software		Opera
Opera Software		Opera for Windows
Opera Software ASA		Opera
Operation Technology Inc.		None
Opis Corporation (see SalesLogix Corp.)		None
OptTek Systems Inc.		OptQuest
Optibase		Mpeg Composer
Optiquest Inc.		Opti-Green
Opus Software Inc.		Opus Make
Opus Software Inc.		Opus Make for NT
OrCAD Inc.		MicroSim
OrCAD Inc.		OrCAD Capture
OrCAD Inc.		OrCAD Capture for Windows
OrCAD Inc.		PSpice
OrCAD Inc.		Pspice
Oracle		Home Selector
Oracle		JInitiator
Oracle		Net8
Oracle		Oracle 7 Server
Oracle		Oracle 8 Client
Oracle		Oracle 8 Enterprise Edition
Oracle		Oracle ADI
Oracle		Oracle Administration Assistant for Windows
Oracle		Oracle Administration Assistant for Windows NT
Oracle		Oracle Application Server
Oracle		Oracle Client Software
Oracle		Oracle Designer
Oracle		Oracle Developer
Oracle		Oracle Developer 2000
Oracle		Oracle Developer 2000 server
Oracle		Oracle Developer Server
Oracle		Oracle Discoverer Administration Edition
Oracle		Oracle Discoverer Administrator
Oracle		Oracle Discoverer Viewer
Oracle		Oracle Enterprise Edition
Oracle		Oracle Enterprise Manager
Oracle		Oracle Enterprise Manager withTuning Pack
Oracle		Oracle Express Server
Oracle		Oracle Jdeveloper
Oracle		Oracle Remote Configuration Agent
Oracle		Oracle SQL Developer
Oracle		Oracle SQL Plus for Windows
Oracle		Oracle SQL plus for Windows
Oracle		Oracle SQLDeveloper
Oracle		Oracle Video Server
Oracle		Oracle Web Application Server
Oracle		Personal Express
Oracle		Personal Oracle
Oracle		Personal Oracle Lite
Oracle		Personal Oracle7 for Windows 95
Orangesoft Inc.		Winbiff
Orbiscom Ltd.		Citi Virtual Account Numbers
Orbiscom Ltd.		Virtual Account Numbers
Origin		Crusader No Regret
Origin		Privateer
Origin		Ultima
Origin		Wing Commander
Origin		Wing Commander II - Vengeance of the Kilrathi
Origin		Wing Commander III - Heart of the Tiger
Origin GeoSystems		OriginReader
OriginLab Corporation		Origin
Outer Technologies		Cacheman
Outer Technologies		GetDiz
OverDrive Inc.		ReaderWorks Standard
Oxford University Press		Oxford Picture Dictionary Interactive
Oxygen Software		Oxygen Express for Nokia Phones
P. Duby Productions		AVIcodec
PADS Software Inc.		None
PC DOCS Inc.  (see Hummingbird)		None
PC DOCS/Fulcrum  (see Hummingbird)		None
PC Dynamics Inc.		MenuWorks
PC HELP-LINE		None
PC Kwik Corporation (see Micro Development Inc.		None
PC Magazine Labs (see ZDNet)		None
PC SOFT		WinDev
PC Tools Research Pty Ltd		PC Tools AntiVirus
PC Tools Research Pty Ltd		Registry Mechanic
PC Tools Research Pty Ltd		Spyware Doctor
PC Tools Software		Registry Mechanic
PC-Doctor Inc.		PC-Doctor for Windows
PCX		LinkWiz
PDF Complete Inc		PDF Complete
PENZAR Development		TopSPICE Win32 Demo
PF.Magic Inc. (see The Learning Co)		None
PG Music Inc.		Band-in-a-Box
PGP Corporation		PGP
PGP Corporation		PGP for Windows
PGWARE LLC		GameBoost
PIKOS GmbH		Bonapart
POLYCOM		MGC Manager
POMS Corporation		None
PPD Informatics Inc.		CG++
PRICE Systems L.L.C.		Price Estimate Suite
PRICE Systems L.L.C.		Price Estimate Suite 2003
PRUDENS Inc.		None
PS Software Solutions		None
PTC		Pro ENGINEER
PTC		Pro Engineer
PTC		ProductView
PTC		ProductView Express
PTDD Group (see Chengdu Yiwo Tech Dev.)		None
PTS-Software (SEE Ashampoo)		None
Pacestar Software		EDGE Diagrammer
Pacific Gold Coast Corp. (see FileStream.com)		None
Pacific Northwest Software		None
Paessler GmbH		PRTG Traffic Grapher
Page Tech (Page Technology Marketing Inc.)		All Type
Page Tech (Page Technology Marketing Inc.)		AllFonts
Page Tech (Page Technology Marketing Inc.)		FastFonts
Page Tech (Page Technology Marketing Inc.)		FastFonts for DOS
Pagoo.com Inc.		Pagoo
Pagos Inc.		Pagos Spreadsheet Component for .NET
Palisade Corporation		DecisionTools Suite
Palm Computing Inc.		Palm Conduit Development Kit for Windows
Palm Computing Inc.		Palm Desktop
Palm Computing Inc.		Palm OS Emulator
Palm Computing Inc.		PalmPilot Desktop
PalmPilot Gear		None
Panasonic Online		None
Panda Software		Panda AdminSecure
Pandora Data Systems Inc.		Pandora Data System
PanicWare		Pop-Up Stopper
Pantone Inc.		Colorific Monitor Calibrator
Paper Software Inc. (see Netscape)		None
PaperClip Software Inc.		PaperClip32
PaperClip Software Inc.		Print Capture
Pappocom		Sudoku
Papyrus Design Group Inc.		IndyCar Racing II
Papyrus Design Group Inc.		Nascar Racing
PaqTool.com		Quick MAC Address Changer for Windows XP/2003
ParaGraph International Inc.		MorphInk
Paragon Software Ltd (see Openwave Systems)		None
Paramagnus Development		Speednet
Parametric Technology Corporation		Desktop Integration
Parasoft		Code Wizard
Parasoft		Insure
ParetoLogic Inc.		XoftSpy
Parinya Software		MinGW Developer Studio
Parklife Northern Technologies AB		Quota Server
Parsons Technology Inc. (SEE Broderbund)		Interest Vision
PartMaker Inc.		PartMaker/Mill
PassMark Software		PassMark PerformanceTest
Passcape Software		Passcape Internet Explorer Password Recovery
Passport (see G-VOX)		None
Passware Inc.		Outlook Key
PatchLink		PatchLink Deploy Wizard
PatchLink Corporation		Patch Deploy Wizard
PatchLink Corporation		PatchLink Update
Patchou		Messenger Plus!
Pathlore Software Corporation		Pathlore Learning Management System
Pathtrace Engineering Systems Ltd.		EdgeCAM
Patrick Dugan		AnyClock
Patterson Design		None
Paul Mace Software		None
Pavilion Technologies Inc.		None
Peachtree Software		Peachtree Accounting for Windows
Peachtree Software		Peachtree Complete Accounting
Peachtree Software		Peachtree Premium Accounting
Pearson Education		PH Train & Assess IT
Pedagoguery Software		None
Pegasus Mail		Pegasus Mail (16-bit)
Pegasus Mail		Pegasus Mail (32-bit)
Pegasys Inc.		TMPGEnc DVD Author
Pegasys Inc.		TMPGEnc Plus
Pendulum Group Inc.		Auto-Might
Penril Port (see Nortel)		Translating Data Analyzer Dump
PentaLogix LLC		ViewMate
Pentair Inc.		H2Optimize
People World Co.		Guippy-II for Windows
PeopleSoft Inc.		PeopleBooks
PeopleSoft Inc.		PeopleSoft
PeopleSoft Inc.		PeopleSoft Business Analysis Modeler
PeopleSoft Inc.		PeopleSoft Tutorial
PeopleSoft Inc.		PeopleTools
Per-Se Technologies LLC		ORSOS
PerComm Pagers Inc.		None
Peregrine Systems Inc. (see Hewlett-Packard)		ServiceCenter Client
Perforce Software		P4 Windows Client
Performance Solutions Technology		ManagePro
Periscope Company Inc.		Periscope
Perrella Scientific Inc.		None
Perseus Development Corporation		SurveySolutions
Persistence of Vision		POV-Ray
Persoft Inc. (SEE Esker S.A.)		None
Personal Copy		None
Personal TeX, Inc.		PCTeX
PersonalCRM Inc.		ACT-To-Outlook Email
PersonalCRM Inc.		ACT-To-Outlook Professional
Personally Developed Software Inc.		Personal Editor
Pervasive Software Inc.		Cosmos
Pervasive Software Inc.		Microkernel Database Engine
Pervasive Software Inc.		Pervasive SQL
PestPatrol Inc.		PestPatrol
Peter Gebhard		Dr. Hardware
Peter Norton Computing Inc (see Symantec Corp.)		None
Petfinder LLC		PetWhere
Phantech Software Inc.		InfoRecall
Phar Lap Software		286 : Dos-Extender Lite
Pharos Games		Cendric's Quest
Pharsight Corporation		WinNonlin Standard
Philipp Robbel		Beatle Time
Philips Electronic Instruments Company		None
Philips Information Systems		Concerto
Phoenix Data Systems Inc		PDS Express
Phoenix Technologies Ltd.		Eclipse FIND
Phoenix Technologies Ltd.		Eclipse Find
Phoenix Technologies Ltd.		PhoenixCard Manager
Phoenix Technologies Ltd.		WinPhlash
PhoneDisc Corporation (see InfoUSA Inc.)		None
Phoneware Limited		Integration Admin Module
Phoneware Limited		PhoneMaster
PhotoChannel Networks Inc.		Slides & Sound Plus 32
PhotoNet		PhotoNet Viewer
PhotoWorker		PhotoWorker
Photoactions		GetWebPics
Photodex Corporation		CompuPic
Photodex Corporation		CompuPic (16-bit)
Photodex Corporation		CompuPic (32-bit)
Photodex Corporation		ProShow Gold
PhysTechSoft Ltd.		PhysTechSoft StrongDisk
Phytron-Elektronik GmbH		IPCOMM
Pictorial Inc.		None
PictureTel Corporation		LiveShare Plus
PictureWorks Technology Inc.		MediaCenter
PictureWorks Technology Inc.		NetCard Pro
PictureWorks Technology Inc.		PhotoEnhancer Plus
PictureWorks Technology Inc.		PhotoEnhancer for Kodak
PictureWorks Technology Inc.		VideoBrush Whiteboard
Pilgrim New Media		Her Heritage
PinPoint Software Corporation (see ClickNet)		None
Pink Software		TurboCash
Pinnacle Publishing		None
Pinnacle Systems Inc.(See Avid Technology Inc.)		None
Piolet Networks		Piolet
Piriform Ltd		CCleaner
PixAround.com Pte Ltd		PixMaker
Pixel Painters Corp.		Electranoid
Pixel Painters Corp.		Laser Light
Pixel Painters Corp.		Xatax
Pixel Perfect Inc.		None
Pixela Corp		ImageMixer
Pixela Corp		ImageMixer VCD
Pixellite Group (see Sierra On-Line)		None
Pkware Inc.		PK Lite
Pkware Inc.		PKZIP Command Line
Pkware Inc.		PKZIP Explorer
Pkware Inc.		PKZIP for Windows
Pkware Inc.		PKZIP for Windows (32-bit)
Pkware Inc.		PKZip
Pkware Inc.		PKZip for Windows (16-bit)
Pkware Inc.		PKZip for Windows (32-bit)
Pkware Inc.		Pkware Data Compression/Extraction Utilities
Pkware Inc.		Pkzfind and Pkzoom
PlaceWare Inc		PlaceWare Snapshot plug-in
PlanView Inc.		None
Planetside Software		Terragen
Plannet Crafters Inc.		Flywheel
Plannet Crafters Inc.		Plug-In for Program Manager
Plant Automation Services Inc.		None
Plantronics Inc.		PerSono
Plas Development		None
Plastic Swimmer Productions		Mona Lisa
Platinum Technology Inc. (see Computer Assoc.)		None
Plaxo Inc.		Plaxo Integration for Outlook Express
Plaxo Inc.		Plaxo for Outlook and Outlook Express
PlayFirst Inc.		Diner Dash
Playtech Corporation		Casino Las Vegas
Plexis Software		Plexis POS
Plextor Corporation		EM2800
Plextor Corporation		PlexTools
Plextor Corporation		Plextor Manager
Plextor Corporation		Plextor Manager 96
PlotSoft L.L.C.		PDFill PDF Editor
Plustek Inc.		None
Pogo.com		Total Entertainment Network
PointCast Inc. (see EntryPoint)		None
PokerStars		PokerStars
Polaris Software		Polaris PackRat
Polaroid Corporation		PhotoMAX Pro
PolderbitS		Sound Recorder
Poly Software International Inc.		None
PolyVision (See Anchek Multimedia)		None
Polybytes		PolyView
Polyhedric Software		Acid WAV
Polyhedric Software		MIDInight Express
Polyhedric Software		Mellosoftron
Polymer Laboratories Inc.		None
PopCap Games		Alchemy Deluxe
PopCap Games		Bejeweled
PopCap Games		Bejeweled 2 Deluxe
PopCap Games		SevenSeas
PopCap Games		Zuma Deluxe
PopCap Games Inc.		Bejeweled Deluxe
PopCap Games Inc.		Zuma Deluxe
Portable Software (see Concur Technologies Inc.		None
Portland Cement Association		pcaBeam
Portland Cement Association		pcaColumn
Portland Cement Association		pcaMats
Portland Cement Association		pcaSlab
Portlock Software		Portlock Storage Manager
Positech		WellAware Food Sensitivity
Postbank N.V.		Girotel voor Windows
Poster Software		Poster
Power Software		Freebie Notes
Power Tab Software		Power Tab Editor
Power Up Software Corp. (see TigerDirect)		None
PowerISO Computing Inc.		PowerISO
PowerQuest Corporation		DeployCenter
PowerQuest Corporation		MagicMover
PowerQuest Corporation		PartitionMagic
PowerQuest Corporation		PartitionMagic Pro
PowerQuest Corporation		PartitionMagic for Windows 3.1/DOS
PowerQuest Corporation		PartitionMagic for Windows 95/98
PowerQuest Corporation		PartitionMagic for Windows NT
PowerQuest Corporation		PartitionMagic with Patch
PowerQuest Corporation		PowerQuest DataKeeper
PowerQuest Corporation		PowerQuest Drive Image
PowerQuest Corporation		PowerQuest DriveMapper
PowerQuest Corporation		PowerQuest V2i Protector
PowerQuest Corporation		PowerQuest Volume Manager
Powersoft Corporation (see Sybase Inc.)		None
Powerware		Powerware NetWatch Service
Pragma Systems Inc.		InterAccess Manager
Prairie Group Inc.		Calendar Maker PC
PreEmptive Solutions Inc.		Dotfuscator Community Edition
Precision Software Limited		None
Premia Corporation		CodeWright
Premia Corporation		CodeWright Professional Programmer's Editor
Premier DataPlus LLC		Premier DataPlus
PremiumSoft CyberTech Ltd.		Navicat
PremiumSoft CyberTech Ltd.		Navicat MySQL
Prentice Hall		MathPro
PrepLogic Inc.		PrepLogic Practice Exams
Prescient Systems		GOTCHA!
Presidio Software		PC-Animate
Press Access Inc.		None
Presto Studios Inc.		None
PrestoSoft		ExamDiff Application
PrestoSoft		ExamDiff Pro
Pretty Good Privacy (see Network Associates)		None
Preview Software Inc.		Vbox Builder
Prevx		Prevx Home
Pricewaterhouse Coopers		None
PrimaSoft PC Inc.		PrimaSoft Software Organizer
Primacs		ROI Print Manager
Primavera Systems Inc.		Primavera Project Planner
Primavera Systems Inc.		SureTrak Project Manager
Primetime Software Inc.		Primetime Personal
Primus Knowledge Solutions Inc.		Symbologic Adept
Princeton Softech Inc.		SELECT SE for PeopleSoft
Print Paks		Family Fun Kit 682c
PrintWare		None
Prism Leisure Inc.		Satan
Prism Solutions Inc.		None
Private Label Shareware		PipeCleaner
Pro CD Inc.		None
Pro Data Doctor Pvt. Ltd.		KeyLogger
ProDVD		PowerPoint DVD Maker
Process Dynamics Inc.		Knowledge Center Client
Prodigy Services Company		Prodigy
Prodigy Services Company		Prodigy (DOS)
Prodigy Services Company		Prodigy Internet
Professional Solutions		None
Prog-Soft s.r.o.		PSPad
Progency Software		Peep Show Lite
Progency Software		Screen Rip
Progiciel Marketing Inc		TeemWork
Prognostics		Rap 7
Progress Software Corporation		Crescent Internet ToolPak
Progress Software Corporation		PROGRESS
Progress Software Corporation		Progress
Progressive Networks (See RealNetworks)		None
Progressive System Designs		RunningMouse
Project Mayo		The Playa
Project Software & Development Inc. (PSDI)		Maximo
Promatek Industries Ltd.		ERS For Windows
Promega Corporation		TimeTrak
Promosoft Corp.		Free Registry Fix
Propellerhead Software		Propellerhead Software ReBirth RB-338
Proven Edge Inc.		Ca$hGraf 3-on-1
Proven Edge Inc.		Ca$hGraf Appointment Plus
Proven Edge Inc.		Ca$hGraf Checks Plus
Proven Edge Inc.		Ca$hGraf Personal Inventory Plus
Provtech Limited		ScreenPrint32
Psion Software plc		PsiWin
Psychosoft		Xbill for Wingdows
Public Software Library		None
Publishing Technologies Inc.		PubTech BatchWorks
Publishing Technologies Inc.		PubTech File Organizer
Puma Technology Inc.		IntelliLink for Windows
Puma Technology Inc.		Intellisync 97 for Windows
Puma Technology Inc.		Intellisync for PalmPilot
Puma Technology Inc.		Intellisync for Windows
Puma Technology Inc.		Intellisync for the Palm Computing Platform
Puma Technology Inc.		TranXit
Pumatech Inc.		Intellisync Desktop
Pure Atria Corp. (see Rational Software)		None
Pure Networks		Belkin Wireless Client Utility
Pure Networks		Network Magic
Pure Networks		Port Magic
PureSoft		NetWare Control Center
PureSoft		NetWare Systray Utility
Pyramid Software Inc.		None
Pyramid Solutions Inc.		EtherNetIP Adapter Developers Kit
Pytar Technologies Unlimited		PartyPlanner
Python Software Foundation		Python
Q+E Software (see MERANT)		None
QDesign Corporation		MVP
QPC Software		QVC/Term
QSR International Pty Ltd		QSR NUDIST
Qbik Software Limited (See Deerfield.com)		None
Qliner Software		Quotes
QuSoft AS		None
Quadralay Corp.		WebWorks Publisher Standard Edition
Quadralay Corp.		WebWorks Publisher WordHelp
Quadrangle Software (see LightsOutSports.com)		None
Qualcomm Incorporated		Eudora
Qualcomm Incorporated		Eudora Light
Qualcomm Incorporated		Eudora Light (16-bit)
Qualcomm Incorporated		Eudora Mail
Qualcomm Incorporated		Eudora Pro
Qualitas Inc.		386MAX
Qualitas Inc.		BlueMAX
Qualitas Inc.		Qualitas MAX
Quality America Inc.		None
Quality Software Components		Team Coherence Pro
Quality Systems International Inc.		None
Quanta Press Inc.		North American Facsimile Book
Quantime Limited (see SPSS Inc.)		None
Quantitative Micro Software		EViews
Quark Inc.		QuarkXPress
Quark Inc.		QuarkXPress for Windows
Quarterdeck Corporation (See Symantec)		None
Que (see Macmillan Publishing USA)		None
QueTek Consulting Corporation		File Scavenger
Quercus Systems		Personal REXX
Quest Software Inc.		IWatch
Quest Software Inc.		JProbe
Quest Software Inc.		JProbe Suite
Quest Software Inc.		Knowledge Xpert
Quest Software Inc.		Quest Domain Detective
Quest Software Inc.		Quest Migration Manager for Exchange
Quest Software Inc.		Quest SharePoint Statistics Collector
Quest Software Inc.		SQL Monitor
Quest Software Inc.		SQL Navigator
Quest Software Inc.		Spotlight on WebSphere
Quest Software Inc.		Spotlight on Windows
Quest Software Inc.		TOAD
Quest Software Inc.		TOAD for Oracle
Quest Software Inc.		Toad Data Modeler
Quest Software Inc.		Toad for SQL
QuestStar Medical Inc.		Checklink
Quick Desktop Computing		Fast Scan
Quick Desktop Computing		Handy Desktop Analyzer
Quick Desktop Computing		Lighthouse
Quick Desktop Computing		Paint Workshop
Quick Desktop Computing		Pressure Valve
Quick Desktop Computing		Quick Finder
Quick Desktop Computing		Quick Typing
Quick Desktop Computing		Toolbox Wizard
Quicksoft Inc.		PC-Write
Quinnware		Quintessential Media Player
Quinnware		Quintessential Player
Quintrex Data Systems Corp.		None
Quintus		None
Qurb Inc.		Qurb
QwikQuote Development Corporation		QwikQuote
R Company		Jaws
R-tools Technology Inc.		R-Studio
R-tools Technology Inc.		R-Undelete
R. Rothenberg Associates		None
R.R. Bowker		None
R:Base Technologies Inc.		R-BASE
R:Base Technologies Inc.		R:Macros
RAD Game Tools Inc.		Battlefield 1942
RAD Game Tools Inc.		Battlefield Vietnam
RAD Game Tools Inc.		Bink and Smacker
RAM International		RAM Advanse
RAM International		RAM Structural System
RARLAB		WinRAR
REALVIZ S.A.		ImageModeler
REALVIZ S.A.		Stitcher
REMS Software		Registry Practice Examination A
REMS Software		SimXray
RENT-A-GURU		http-analyze
RF IDeas Inc.		pcPROX-Sonar
RF IDeas Inc.		pcPROXSonar
RF IDeas Inc.		pcProx
RFF Electronics		None
RG Software		None
RHA (Minisystems) Ltd.		Dynamic Data Studio
RICK ENGINEERING COMPANY		Rick RatHydro
RICOH Company LTD.		HP IP/IPX Printer Gateway for NDPS
RICOH Company LTD.		Ridoc Document System
RICOH Company LTD.		Ridoc IO Admin
RISA Technologies		RISA Floor
RISA Technologies		RISA-2D
RISA Technologies		Risa-3d
RJL Software Inc.		Shortcut Key Explorer
RJL Software Inc.		Simple Search-Replace
RJN Group Inc.		CassWorks
RJS Software Systems Inc.		RJS Software Download Utility
RKS Software		It's Personal! For Windows
RKS Software		SuperMail
RKS Software		SuperMail for Windows
RKS Software		Visual Labels
ROUTE 66		Route 66 Route 2004
RSA Security Inc.		RSA ACE/Server
RSA Security Inc.		RSA SecurID Software Token
RSBR-Software		Outlook Attachment Sniffer
RSE Software Inc.		Magic Folders
RTE Software		FotoWin COMPRO
RTO Software Inc.		TScale Advanced
RTimage Inc.		iPACS_Viewer
Racal Recorders Limited		GUIDE PLUS+
Racal Recorders Limited		Mirra
Rad Software		Rad Software Regular Expression Designer
Radian Systems (see Eastman Kodak)		None
Radiate Inc.		Go!Zilla
Radiate Inc.		Go!Zilla Download Manager
Radiatronics NDT Inc.		None
Radware Ltd		Configware
Rain Bird		None
Rainbow Technologies		Net Sentinel Doctor Diagnostic Utility
Rainbow Technologies		Sentinel Driver Setup
Rainbow Technologies		Sentinel SuperPro
Rainbow Technologies		Sentinel System Driver
Rainbow Technologies		SentinelLM
Raindrop Geomagic Inc.		Geomagic Studio
Raisonance SAS		Ride
Rand McNally New Media		StreetFinder City Centers
Rand McNally New Media		TripMaker
Random Logic Ltd.		Casino
Ransen Software		Repligator
Raphael Mounier		ICEOWS
Raritan Computer Inc.		Raritan Remote Client
Rational Software Corporation		ClearQuest
Rational Software Corporation		Purify
Rational Software Corporation		Rational Rose
Rational Software Corporation		Rational Test
Rational Software Corporation		Rational Visual Test
Rational Software Corporation		RequisitePro
Rational Software Corporation		Rose Enterprise Edition
Rational Software Corporation		Visual Quantify
Rational Software Corporation		Visual Quantify Uninstall
Raxco Software		Perfect Disk
Raxco Software		PerfectDisk
Raxco Software		PerfectDisk for Windows NT
Raychem Corporation		TraceCalc 5/Plus
Raychem Corporation		TraceCalc 5/Quick
ReaSoft.com		ReaConverter Pro
Real Software Company		SpywareBot
Real Solutions		DLL Explorer for Windows 95/NT.
RealCart.com		RealCart
RealNetworks Inc.		3D BlackJack Trainer
RealNetworks Inc.		Acropolis
RealNetworks Inc.		Comcast Rhapsody
RealNetworks Inc.		Listen Rhapsody
RealNetworks Inc.		Pearl Harbor - Zero Hour
RealNetworks Inc.		Readers Digest Super Word Power
RealNetworks Inc.		RealAudio Player
RealNetworks Inc.		RealDownload
RealNetworks Inc.		RealJukebox
RealNetworks Inc.		RealOne Player
RealNetworks Inc.		RealPlayer
RealNetworks Inc.		RealPlayer (16-bit)
RealNetworks Inc.		RealProducer G2
RealNetworks Inc.		RealServer Basic
RealNetworks Inc.		RealSlideshow
RealNetworks Inc.		Rhapsody Music Subscription Service
RealNetworks Inc.		Super TextTwist
RealNetworks Inc.		Tennis Titans
RealNetworks Inc.		VivoActive Producer
RealTech VR Software		Space Girl
RealVNC Ltd.		RealVNC
RealVNC Ltd.		RealVNC Enterprise Edition
Realtek Semiconductor Corp		Audio Sound Effect Manager
Realtek Semiconductor Corp		AvRack
Realtek Semiconductor Corp		HD Audio Control Panel
Realtek Semiconductor Corp		HD Audio Sound Effect Manager
Realtek Semiconductor Corp		Realtek Update and remove driver tool
Realtek Semiconductor Corp		Realtek update and remove driver tool
Realtime Soft		UltraMon
Reasearch Management Systems Inc.		TXL Wizard
Rebis Industrial Workgroup Software		None
Recognita Corporation		Recognita Plus
Recognita Corporation		Recognita Select
Recoveronix Ltd.		MSSQLRecovery
Recoveronix Ltd.		OfficeRecovery
Recovertronix Ltd.		AccessRecovery
Red Chair Software Inc.		Anapod Explorer
Red Chair Software Inc.		Red Chair Manager
Red Gate Software Ltd.		ANTS Profiler
Red Rock Software Inc.		DeltaGraph
Red Room Development		PasswordGenerator
Red Sky Software		RSIconEditor
RedHat		Cygwin
RedLynx Ltd		World Stock Charts
Reference Software International		Random House Reference Set
Referentia Systems Incorporated		Referentia Learning System
Reflex Magnetics Ltd.		disknet
Reflexive Entertainment Inc.		Mini Golf Pro
Relational Architects International		None
Relex Software Corporation		Relex
Remedy Corporation		Action Request System
Remedy Interactive Inc.		RSIGuard
Renier Crause		PopTray
Reprographics		GT View Lite
Research Engineers Intl		SCAD Group Section
Research Engineers Intl		STAAD Pro
Research In Motion Limited		BlackBerry Configuration
Research In Motion Limited		BlackBerry Desktop Software
Research In Motion Limited		BlackBerry Enterprise Server
Research In Motion Limited		BlackBerry JDE
Research In Motion Limited		RecFind
Research Triangle Group		None
Resource Dynamics Inc.		Tele-Support HelpDesk (client)
Resource International Publishing Co.		CD ROM of CD-ROMS
Resplendence Software Projects Sp.		Resplendent Registrar
Restrac Inc. (see Webhire Inc.)		None
Retro64 Inc.		WarHeads SE
Reuters Financial Software		DACS
Reuters Financial Software		Reuters BridgeStation
Reuters Financial Software		Reuters Link For Microsoft Office
Revelation Technologies Inc.		Advanced Revelation
Revelation Technologies Inc.		Revelation ViP
Revnet Systems Inc. (See Message Media)		None
Rexnord		None
Reynolds and Reynolds		ERALink32
Rheometric Scientific		None
Rhino Software		FTP Voyager
Rhino Software		Zaep
Rhode Island		None
Rhode Island Soft Systems Inc.		Demotivators Screensaver
Rhode Island Soft Systems Inc.		Hey Macaroni! Screen Saver
Rhode Island Soft Systems Inc.		Icon Chooser
Rhode Island Soft Systems Inc.		Screen Saver Chooser
Rhode Island Soft Systems Inc.		Spray Paint Screen Saver
Rhode Island Soft Systems Inc.		UltraMon
RhoneWare		RoAClient
Richard L. Chase		Dick Chase's Java Editor
Rick Green		None
Ricky Freyre		Winmenu 32 for Windows 95/NT Networks
Rigel Desktop Solutions		None
Right Utilities Inc.		Hitware Lite
Right to Left Software Inc.		Animagic GIF
RightFAX Client		None
RightFAX Inc.		RightFAX
RightFAX Inc.		RightFAX Client
RightFAX Inc.		RightFAX PowerBar
RightFAX Inc.		RightFax Reporter
RimArts Inc.		Becky! Internet Mail
RimArts Inc.		Dana
Rinearson Support Assoc (see Alki Software)		None
Ring Central Inc.		RingCentral
Ring Zero Systems Inc. (See RCI)		None
RioPort		RioPort Audio Manager
Rising Software Australia Pty. Ltd.		Auralia
Rising Software Australia Pty. Ltd.		Musition
River Past Corporation		Audio Converter
Riverdeep Group plc		Calendar Creator Deluxe
Riverdeep Group plc		GeoComputer
Riverdeep Group plc		Kid Desk
Riverdeep Group plc		Mavis Beacon Teaches Typing
Riverdeep Group plc		Org Plus
Riverdeep Group plc		Org Plus for Windows
Riverdeep Group plc		Org Plus for Windows (Demo)
Riverdeep Group plc		PrintMaster
Riverdeep Group plc		Printshop Deluxe 15
Riverdeep Group plc		SkillsBank5
Riverdeep Group plc		Strategy Challenges Sampler
Riverdeep Group plc		The Print Shop 20
Riverdeep Group plc		Thinkin Things Collection 2
Rixler Software		Outlook Password Recovery Master
Robelle Consulting Ltd.		None
Robert Galle		Where Is It
Robert McNeel & Associates		Rhinoceros
RockStar Games ( see Take-Two Interactive)		None
RockStar San Diego		Midtown Madness 2
Rockin' Software		WinDates
Rockwell Automation		SRM Configuration Tool
Rockwell Software Inc.		ABECAD Clipboard
Rockwell Software Inc.		AI3 Offline
Rockwell Software Inc.		AI3 Online
Rockwell Software Inc.		AutoMax
Rockwell Software Inc.		BOOTP-DHCP Server
Rockwell Software Inc.		ControlFLASH
Rockwell Software Inc.		ControlFlash
Rockwell Software Inc.		DriveExecutive
Rockwell Software Inc.		DriveTools32 Application Suite
Rockwell Software Inc.		EDS
Rockwell Software Inc.		EVMove
Rockwell Software Inc.		InView
Rockwell Software Inc.		OPC Test Client
Rockwell Software Inc.		PLC2 AI Offline
Rockwell Software Inc.		PLC2 AI Online
Rockwell Software Inc.		PanelBuilder32
Rockwell Software Inc.		RSLinx
Rockwell Software Inc.		RSLinx Trend Server
Rockwell Software Inc.		RSLogix 5
Rockwell Software Inc.		RSLogix 5 Application
Rockwell Software Inc.		RSLogix 500
Rockwell Software Inc.		RSLogix 5000
Rockwell Software Inc.		RSLogix 5000 Compare Tool
Rockwell Software Inc.		RSNetWorx for ControlNet
Rockwell Software Inc.		RSNetWorx for DeviceNet
Rockwell Software Inc.		Reset
Rom Tech Inc. (see eGames Inc.)		None
Roman Scherzer		ClrMame Pro
RomanLab Software		Any Password
RoseSoft		None
Rosebud Technologies Ltd.		SheepShot
Ross Systems Inc. (see CDC Software)		None
Roxio		DirectCD
Roxio		Drag-to-Disc
Roxio		Easy CD Creator
Roxio		Easy CD Creator Classic
Roxio		Easy Media Creator
Roxio		Label Creator
Roxio		MyDVD Basic
Roxio		Sound Editor
Roxio		SoundStream
Roxio		VideoWave
Royal & Sunalliance		FileUploaderExe
Royal Mail Group Ltd.		Royal Mail
Royal Philips Electronics		Philips Xcelera
Roykore (see Micrografx)		None
Ruud van Velsen		KiXtart
Ryder Systems Ltd		Value Watch
S.I.P.-Software Losungen (Solutions)		S.I.P.-Uninstall for Windows
