Non-recursive (store_in_bucket) !!!

{"directory":{"downloads.vyperlogix.com":{"web":{"content":{"memcached":{"installers":{"windows":{"memcached-win32-1.4.4-14":{"memcached.exe":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/memcached.exe","pthreadGC2.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/pthreadGC2.dll","INSTALL":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/INSTALL","README":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/README","libgcc_s_sjlj-1.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/libgcc_s_sjlj-1.dll","mingwm10.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win32-1.4.4-14\/mingwm10.dll"},"memcached-win64-1.4.4-14":{"README":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/README","pthreadGC2.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/pthreadGC2.dll","memcached.exe":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/memcached.exe","INSTALL":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/INSTALL","libgcc_s_sjlj-1.dll":"\/downloads.vyperlogix.com\/web\/content\/memcached\/installers\/windows\/memcached-win64-1.4.4-14\/libgcc_s_sjlj-1.dll"}}}}}}}}}
         20621 function calls (20571 primitive calls) in 2.425 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:958(append)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _number_new.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _number_new.py:69(exact_log2)
        1    0.000    0.000    0.000    0.000 _number_new.py:93(exact_div)
        1    0.000    0.000    0.000    0.000 _slowmath.py:142(_DSAKey)
        1    0.000    0.000    0.000    0.000 _slowmath.py:25(<module>)
        1    0.000    0.000    0.000    0.000 _slowmath.py:37(error)
        1    0.000    0.000    0.000    0.000 _slowmath.py:40(_RSAKey)
        1    0.000    0.000    0.002    0.002 _utils.py:1180(formattedException)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       25    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       19    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        9    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        8    0.000    0.000    0.000    0.000 abc.py:105(register)
        8    0.000    0.000    0.000    0.000 abc.py:148(__subclasscheck__)
        6    0.000    0.000    0.001    0.000 abc.py:86(__new__)
        6    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 abstract.pyc:407(<lambda>)
        1    0.000    0.000    0.000    0.000 agent.py:103(AgentProxyThread)
        1    0.000    0.000    0.000    0.000 agent.py:149(AgentLocalProxy)
        1    0.000    0.000    0.000    0.000 agent.py:171(AgentRemoteProxy)
        1    0.000    0.000    0.000    0.000 agent.py:186(AgentClientProxy)
        1    0.011    0.011    0.035    0.035 agent.py:21(<module>)
        1    0.000    0.000    0.000    0.000 agent.py:239(AgentServerProxy)
        1    0.000    0.000    0.000    0.000 agent.py:289(AgentRequestHandler)
        1    0.000    0.000    0.000    0.000 agent.py:306(Agent)
        1    0.000    0.000    0.000    0.000 agent.py:353(AgentKey)
        1    0.000    0.000    0.000    0.000 agent.py:43(AgentSSH)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 ascii.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 ascii.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 ascii.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 ascii.py:34(StreamConverter)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.001    0.001 ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 asn1.py:112(DerInteger)
        1    0.000    0.000    0.000    0.000 asn1.py:151(DerSequence)
        1    0.000    0.000    0.000    0.000 asn1.py:160(__init__)
        1    0.000    0.000    0.000    0.000 asn1.py:196(encode)
        1    0.000    0.000    0.001    0.001 asn1.py:23(<module>)
        1    0.000    0.000    0.000    0.000 asn1.py:254(DerOctetString)
        1    0.000    0.000    0.000    0.000 asn1.py:265(DerNull)
        1    0.000    0.000    0.000    0.000 asn1.py:266(__init__)
        1    0.000    0.000    0.000    0.000 asn1.py:269(DerObjectId)
        2    0.000    0.000    0.000    0.000 asn1.py:279(isInt)
        1    0.000    0.000    0.000    0.000 asn1.py:29(DerObject)
        2    0.000    0.000    0.000    0.000 asn1.py:39(__init__)
        2    0.000    0.000    0.000    0.000 asn1.py:57(_lengthOctets)
        2    0.000    0.000    0.000    0.000 asn1.py:66(encode)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 auth_handler.py:120(_request_auth)
        1    0.000    0.000    0.200    0.200 auth_handler.py:156(wait_for_response)
        1    0.008    0.008    0.011    0.011 auth_handler.py:21(<module>)
        1    0.001    0.001    0.001    0.001 auth_handler.py:37(AuthHandler)
        1    0.000    0.000    0.000    0.000 auth_handler.py:42(__init__)
        2    0.000    0.000    0.000    0.000 auth_handler.py:56(is_authenticated)
        1    0.000    0.000    0.000    0.000 auth_handler.py:86(auth_password)
        1    0.001    0.001    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ber.py:20(<module>)
        1    0.000    0.000    0.000    0.000 ber.py:23(BERException)
        1    0.000    0.000    0.000    0.000 ber.py:27(BER)
       56    0.001    0.000    1.120    0.020 buffered_pipe.py:101(read)
        2    0.000    0.000    0.000    0.000 buffered_pipe.py:174(close)
        1    0.000    0.000    0.001    0.001 buffered_pipe.py:23(<module>)
        1    0.000    0.000    0.000    0.000 buffered_pipe.py:30(PipeTimeout)
        1    0.001    0.001    0.001    0.001 buffered_pipe.py:37(BufferedPipe)
        4    0.000    0.000    0.000    0.000 buffered_pipe.py:44(__init__)
        3    0.000    0.000    0.000    0.000 channel.py:1107(_log)
        2    0.000    0.000    0.000    0.000 channel.py:1110(_event_pending)
        2    0.000    0.000    0.116    0.058 channel.py:1114(_wait_for_event)
        1    0.000    0.000    0.000    0.000 channel.py:1124(_set_closed)
        1    0.000    0.000    0.000    0.000 channel.py:1136(_send_eof)
        1    0.000    0.000    0.000    0.000 channel.py:1147(_close_internal)
        1    0.000    0.000    0.000    0.000 channel.py:1160(_unlink)
       56    0.000    0.000    0.000    0.000 channel.py:1171(_check_add_window)
       28    0.000    0.000    0.000    0.000 channel.py:1189(_wait_for_send_window)
        1    0.000    0.000    0.000    0.000 channel.py:1228(ChannelFile)
        1    0.000    0.000    0.077    0.077 channel.py:125(get_pty)
        1    0.000    0.000    0.000    0.000 channel.py:1260(ChannelStderrFile)
        1    0.005    0.005    0.007    0.007 channel.py:21(<module>)
        1    0.000    0.000    0.040    0.040 channel.py:220(invoke_subsystem)
        1    0.000    0.000    0.000    0.000 channel.py:417(get_transport)
        1    0.000    0.000    0.000    0.000 channel.py:43(Channel)
        4    0.000    0.000    0.000    0.000 channel.py:437(get_name)
        2    0.000    0.000    0.001    0.000 channel.py:563(close)
        2    0.000    0.000    0.001    0.000 channel.py:58(__init__)
       56    0.000    0.000    1.121    0.020 channel.py:601(recv)
       28    0.000    0.000    0.009    0.000 channel.py:703(send)
        2    0.000    0.000    0.000    0.000 channel.py:936(_set_transport)
        2    0.000    0.000    0.000    0.000 channel.py:940(_set_window)
        1    0.000    0.000    0.000    0.000 channel.py:98(__del__)
        1    0.006    0.006    0.046    0.046 client.py:21(<module>)
        1    0.000    0.000    0.000    0.000 client.py:41(MissingHostKeyPolicy)
        1    0.000    0.000    0.000    0.000 client.py:62(AutoAddPolicy)
        1    0.000    0.000    0.000    0.000 client.py:76(RejectPolicy)
        1    0.000    0.000    0.000    0.000 client.py:88(WarningPolicy)
        1    0.000    0.000    0.000    0.000 client.py:98(SSHClient)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.011    0.011    0.093    0.093 common.py:21(<module>)
        1    0.000    0.000    0.000    0.000 compress.py:21(<module>)
        1    0.000    0.000    0.000    0.000 compress.py:26(ZlibCompressor)
        1    0.000    0.000    0.000    0.000 compress.py:34(ZlibDecompressor)
        1    0.009    0.009    0.012    0.012 config.py:22(<module>)
        1    0.001    0.001    0.001    0.001 config.py:33(LazyFqdn)
        1    0.000    0.000    0.000    0.000 config.py:78(SSHConfig)
        1    0.000    0.000    0.000    0.000 db.py:40(<module>)
        1    0.000    0.000    0.000    0.000 dbgutils.pyc:1214(__init__)
        1    0.000    0.000    0.000    0.000 dbgutils.pyc:1264(__call__)
        1    0.000    0.000    0.000    0.000 dbgutils.pyc:1414(_LogErrorReplacement)
        1    0.002    0.002    0.002    0.002 dbutils.py:27(<module>)
        1    0.004    0.004    0.019    0.019 dsskey.py:21(<module>)
        1    0.000    0.000    0.000    0.000 dsskey.py:34(DSSKey)
        1    0.000    0.000    0.000    0.000 file.py:21(<module>)
        1    0.000    0.000    0.000    0.000 file.py:26(BufferedFile)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       48    0.000    0.000    0.004    0.000 genericpath.py:26(isfile)
        2    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
        1    0.008    0.008    0.008    0.008 getpass.py:12(<module>)
        1    0.000    0.000    0.000    0.000 getpass.py:23(GetPassWarning)
        1    0.006    0.006    0.006    0.006 hashlib.py:55(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.001    0.001    0.005    0.005 hex.py:1(<module>)
      256    0.001    0.000    0.001    0.000 hex.py:3(dec2hex)
        1    0.000    0.000    0.000    0.000 hex.py:30(__init_data__)
        2    0.000    0.000    0.000    0.000 hex.py:38(hexToStr)
        1    0.000    0.000    0.000    0.000 hostkeys.py:103(HostKeys)
        2    0.000    0.000    0.000    0.000 hostkeys.py:115(__init__)
        2    0.000    0.000    0.000    0.000 hostkeys.py:146(load)
        1    0.002    0.002    0.005    0.005 hostkeys.py:21(<module>)
        1    0.000    0.000    0.000    0.000 hostkeys.py:33(InvalidHostKey)
        1    0.001    0.001    0.001    0.001 hostkeys.py:41(HostKeyEntry)
        1    0.001    0.001    0.001    0.001 inject.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inject.py:1(inject_method_into)
        1    0.000    0.000    0.000    0.000 inject.py:11(decorator)
        1    0.000    0.000    0.000    0.000 inject.py:18(addto)
      106    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
       40    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
       40    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
       40    0.000    0.000    0.001    0.000 inspect.py:743(getargs)
       40    0.000    0.000    0.001    0.000 inspect.py:803(getargspec)
        1    0.001    0.001    0.001    0.001 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        1    0.000    0.000    0.001    0.001 kex_gex.py:23(<module>)
        1    0.000    0.000    0.000    0.000 kex_gex.py:38(KexGex)
        1    0.001    0.001    0.001    0.001 kex_group1.py:22(<module>)
        1    0.000    0.000    0.000    0.000 kex_group1.py:39(KexGroup1)
        1    0.004    0.004    0.107    0.107 keys.py:1(<module>)
        2    0.000    0.000    0.000    0.000 keys.py:25(<lambda>)
        4    0.000    0.000    0.001    0.000 linecache.py:13(getline)
        4    0.000    0.000    0.001    0.000 linecache.py:33(getlines)
        4    0.000    0.000    0.000    0.000 linecache.py:43(checkcache)
        3    0.000    0.000    0.001    0.000 linecache.py:68(updatecache)
      256    0.001    0.000    0.001    0.000 lists.py:31(isDict)
        1    0.001    0.001    0.003    0.003 lists.py:55(asDict)
      306    0.001    0.000    0.002    0.000 message.py:103(get_bytes)
      225    0.000    0.000    0.002    0.000 message.py:139(get_int)
       19    0.000    0.000    0.000    0.000 message.py:148(get_int64)
       62    0.000    0.000    0.001    0.000 message.py:166(get_string)
       37    0.000    0.000    0.000    0.000 message.py:197(add_byte)
        2    0.000    0.000    0.000    0.000 message.py:207(add_boolean)
        1    0.001    0.001    0.001    0.001 message.py:21(<module>)
      132    0.000    0.000    0.001    0.000 message.py:220(add_int)
       63    0.000    0.000    0.001    0.000 message.py:251(add_string)
        1    0.001    0.001    0.001    0.001 message.py:29(Message)
       89    0.000    0.000    0.000    0.000 message.py:40(__init__)
       62    0.000    0.000    0.000    0.000 message.py:53(__str__)
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
        1    0.004    0.004    0.005    0.005 nt.py:25(<module>)
        1    0.000    0.000    0.000    0.000 nt.py:31(WindowsRNG)
        1    0.000    0.000    0.004    0.004 nt.py:35(__init__)
       14    0.000    0.000    0.015    0.001 nt.py:39(flush)
        6    0.000    0.000    0.013    0.002 nt.py:61(_read)
        1    0.000    0.000    0.004    0.004 nt.py:71(new)
       28    0.000    0.000    0.000    0.000 ntpath.py:122(splitdrive)
        3    0.000    0.000    0.000    0.000 ntpath.py:164(split)
        2    0.000    0.000    0.000    0.000 ntpath.py:189(splitext)
        2    0.000    0.000    0.000    0.000 ntpath.py:196(basename)
        1    0.000    0.000    0.000    0.000 ntpath.py:203(dirname)
        2    0.000    0.000    0.000    0.000 ntpath.py:275(expanduser)
        2    0.000    0.000    0.000    0.000 ntpath.py:398(normpath)
        2    0.000    0.000    0.000    0.000 ntpath.py:42(normcase)
        2    0.000    0.000    0.000    0.000 ntpath.py:466(abspath)
       23    0.000    0.000    0.000    0.000 ntpath.py:55(isabs)
       24    0.000    0.000    0.000    0.000 ntpath.py:63(join)
        1    0.006    0.006    0.007    0.007 number.py:27(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        3    0.000    0.000    0.000    0.000 os.py:422(__getitem__)
        4    0.000    0.000    0.000    0.000 os.py:442(__contains__)
        1    0.000    0.000    0.000    0.000 packet.py:108(set_log)
        1    0.000    0.000    0.000    0.000 packet.py:157(close)
        1    0.000    0.000    0.000    0.000 packet.py:164(get_hexdump)
        1    0.008    0.008    0.008    0.008 packet.py:21(<module>)
       35    0.000    0.000    0.003    0.000 packet.py:243(write_all)
       35    0.001    0.000    0.010    0.000 packet.py:290(send_message)
       35    0.001    0.000    0.005    0.000 packet.py:42(compute_hmac)
       35    0.000    0.000    0.000    0.000 packet.py:489(_build_packet)
        1    0.000    0.000    0.000    0.000 packet.py:49(NeedRekeyException)
        1    0.000    0.000    0.000    0.000 packet.py:53(Packetizer)
        1    0.000    0.000    0.000    0.000 packet.py:66(__init__)
        1    0.001    0.001    0.001    0.001 pct_warnings.py:30(<module>)
        1    0.000    0.000    0.000    0.000 pct_warnings.py:30(CryptoWarning)
        1    0.000    0.000    0.000    0.000 pct_warnings.py:33(CryptoDeprecationWarning)
        1    0.000    0.000    0.000    0.000 pct_warnings.py:36(CryptoRuntimeWarning)
        1    0.000    0.000    0.000    0.000 pct_warnings.py:43(RandomPool_DeprecationWarning)
        1    0.000    0.000    0.000    0.000 pct_warnings.py:46(ClockRewindWarning)
        1    0.000    0.000    0.000    0.000 pct_warnings.py:49(GetRandomNumber_DeprecationWarning)
        1    0.000    0.000    0.000    0.000 pct_warnings.py:52(PowmInsecureWarning)
        1    0.000    0.000    0.000    0.000 pipe.py:119(OrPipe)
        1    0.000    0.000    0.001    0.001 pipe.py:25(<module>)
        1    0.001    0.001    0.001    0.001 pipe.py:40(PosixPipe)
        1    0.000    0.000    0.000    0.000 pipe.py:73(WindowsPipe)
        1    0.003    0.003    0.003    0.003 pkey.py:21(<module>)
        1    0.000    0.000    0.000    0.000 pkey.py:36(PKey)
        1    0.001    0.001    0.001    0.001 primes.py:21(<module>)
        1    0.000    0.000    0.000    0.000 primes.py:68(ModulusPack)
        1    0.013    0.013    0.013    0.013 proxy.py:21(<module>)
        1    0.000    0.000    0.000    0.000 proxy.py:31(ProxyCommand)
        1    0.001    0.001    0.001    0.001 pubkey.py:27(<module>)
        1    0.001    0.001    0.001    0.001 pubkey.py:33(pubkey)
        1    0.001    0.001    0.001    0.001 py3compat.py:59(<module>)
       46    0.000    0.000    0.000    0.000 py3compat.py:66(b)
      311    0.001    0.000    0.001    0.000 py3compat.py:68(bchr)
        2    0.000    0.000    0.000    0.000 py3compat.py:70(bstr)
        1    0.000    0.000    0.000    0.000 random.py:100(seed)
        1    0.000    0.000    0.001    0.001 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:649(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:799(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:91(__init__)
        5    0.000    0.000    0.003    0.001 re.py:188(compile)
        5    0.000    0.000    0.003    0.001 re.py:226(_compile)
        1    0.000    0.000    0.001    0.001 resource.py:21(<module>)
        1    0.000    0.000    0.000    0.000 resource.py:26(ResourceManager)
        1    0.000    0.000    0.000    0.000 resource.py:43(__init__)
        1    0.000    0.000    0.001    0.001 rng_base.py:24(<module>)
        1    0.001    0.001    0.001    0.001 rng_base.py:30(BaseRNG)
        1    0.000    0.000    0.004    0.004 rng_base.py:32(__init__)
        1    0.000    0.000    0.004    0.004 rng_base.py:39(_selftest)
       14    0.000    0.000    0.000    0.000 rng_base.py:63(flush)
        6    0.000    0.000    0.013    0.002 rng_base.py:66(read)
        1    0.003    0.003    0.009    0.009 rsakey.py:21(<module>)
        1    0.001    0.001    0.001    0.001 rsakey.py:35(RSAKey)
        1    0.000    0.000    0.001    0.001 server.py:21(<module>)
        1    0.000    0.000    0.000    0.000 server.py:28(InteractiveQuery)
        1    0.000    0.000    0.000    0.000 server.py:554(SubsystemHandler)
        1    0.000    0.000    0.000    0.000 server.py:70(ServerInterface)
        1    0.000    0.000    0.043    0.043 sftp.py:106(_send_version)
        4    0.000    0.000    0.000    0.000 sftp.py:131(_log)
       28    0.000    0.000    0.010    0.000 sftp.py:134(_write_all)
       56    0.000    0.000    1.121    0.020 sftp.py:144(_read_all)
       28    0.000    0.000    0.010    0.000 sftp.py:167(_send_packet)
       28    0.000    0.000    1.121    0.040 sftp.py:174(_read_packet)
        1    0.001    0.001    0.001    0.001 sftp.py:19(<module>)
        1    0.000    0.000    0.000    0.000 sftp.py:92(SFTPError)
        1    0.000    0.000    0.000    0.000 sftp.py:96(BaseSFTP)
        1    0.000    0.000    0.000    0.000 sftp.py:97(__init__)
       19    0.000    0.000    0.002    0.000 sftp_attr.py:103(_unpack)
        1    0.001    0.001    0.001    0.001 sftp_attr.py:19(<module>)
        1    0.000    0.000    0.000    0.000 sftp_attr.py:25(SFTPAttributes)
       19    0.000    0.000    0.000    0.000 sftp_attr.py:49(__init__)
       19    0.000    0.000    0.002    0.000 sftp_attr.py:93(_from_msg)
        4    0.000    0.000    0.000    0.000 sftp_client.py:109(_log)
        3    0.000    0.000    0.496    0.165 sftp_client.py:137(listdir)
        3    0.000    0.000    0.496    0.165 sftp_client.py:152(listdir_attr)
        1    0.005    0.005    0.008    0.008 sftp_client.py:21(<module>)
       38    0.000    0.000    0.002    0.000 sftp_client.py:37(_to_unicode)
        1    0.001    0.001    0.001    0.001 sftp_client.py:52(SFTPClient)
        1    0.000    0.000    0.043    0.043 sftp_client.py:58(__init__)
       27    0.000    0.000    1.093    0.040 sftp_client.py:687(_request)
       27    0.001    0.000    0.011    0.000 sftp_client.py:691(_async_request)
       27    0.001    0.000    1.081    0.040 sftp_client.py:716(_read_response)
       19    0.000    0.000    0.001    0.000 sftp_client.py:750(_convert_status)
       16    0.000    0.000    0.000    0.000 sftp_client.py:768(_adjust_cwd)
        1    0.000    0.000    0.000    0.000 sftp_client.py:785(SFTP)
        1    0.000    0.000    0.147    0.147 sftp_client.py:92(from_transport)
        1    0.000    0.000    0.001    0.001 sftp_file.py:21(<module>)
        1    0.001    0.001    0.001    0.001 sftp_file.py:35(SFTPFile)
        1    0.000    0.000    0.001    0.001 sftp_handle.py:21(<module>)
        1    0.001    0.001    0.001    0.001 sftp_handle.py:29(SFTPHandle)
        1    0.003    0.003    0.004    0.004 sftp_server.py:21(<module>)
        1    0.000    0.000    0.000    0.000 sftp_server.py:41(SFTPServer)
        1    0.000    0.000    0.001    0.001 sftp_si.py:21(<module>)
        1    0.000    0.000    0.000    0.000 sftp_si.py:29(SFTPServerInterface)
        1    0.000    0.000    0.000    0.000 shelve.py:172(BsdDbShelf)
        1    0.000    0.000    0.000    0.000 shelve.py:214(DbfilenameShelf)
        1    0.000    0.000    0.000    0.000 shelve.py:57(<module>)
        1    0.000    0.000    0.000    0.000 shelve.py:75(_ClosedDict)
        1    0.000    0.000    0.000    0.000 shelve.py:85(Shelf)
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:21(shlex)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 socket.py:185(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:192(close)
        2    0.000    0.000    0.044    0.022 socket.py:223(meth)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.011    0.011    0.011    0.011 socket.py:45(<module>)
        2    0.000    0.000    0.000    0.000 sre_compile.py:179(_compile_charset)
        2    0.000    0.000    0.000    0.000 sre_compile.py:208(_optimize_charset)
     13/5    0.000    0.000    0.001    0.000 sre_compile.py:33(_compile)
        6    0.000    0.000    0.000    0.000 sre_compile.py:355(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:362(_compile_info)
       10    0.000    0.000    0.000    0.000 sre_compile.py:475(isstring)
        5    0.000    0.000    0.001    0.000 sre_compile.py:481(_code)
        5    0.000    0.000    0.003    0.001 sre_compile.py:496(compile)
       24    0.000    0.000    0.000    0.000 sre_parse.py:127(__len__)
       51    0.000    0.000    0.000    0.000 sre_parse.py:131(__getitem__)
        6    0.000    0.000    0.000    0.000 sre_parse.py:135(__setitem__)
       42    0.000    0.000    0.000    0.000 sre_parse.py:139(append)
    19/11    0.000    0.000    0.000    0.000 sre_parse.py:141(getwidth)
        5    0.000    0.000    0.000    0.000 sre_parse.py:179(__init__)
       65    0.000    0.000    0.000    0.000 sre_parse.py:183(__next)
       19    0.000    0.000    0.000    0.000 sre_parse.py:196(match)
       58    0.000    0.000    0.000    0.000 sre_parse.py:202(get)
        2    0.000    0.000    0.000    0.000 sre_parse.py:258(_escape)
      7/5    0.000    0.000    0.001    0.000 sre_parse.py:302(_parse_sub)
      7/5    0.001    0.000    0.001    0.000 sre_parse.py:380(_parse)
        5    0.000    0.000    0.002    0.000 sre_parse.py:676(parse)
        5    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:73(opengroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:84(closegroup)
       13    0.000    0.000    0.000    0.000 sre_parse.py:91(__init__)
        1    0.000    0.000    0.000    0.000 ssh_exception.py:117(ProxyCommandFailure)
        1    0.000    0.000    0.001    0.001 ssh_exception.py:21(<module>)
        1    0.000    0.000    0.000    0.000 ssh_exception.py:24(SSHException)
        1    0.000    0.000    0.000    0.000 ssh_exception.py:31(AuthenticationException)
        1    0.001    0.001    0.001    0.001 ssh_exception.py:42(PasswordRequiredException)
        1    0.000    0.000    0.000    0.000 ssh_exception.py:49(BadAuthenticationType)
        1    0.000    0.000    0.000    0.000 ssh_exception.py:72(PartialAuthentication)
        1    0.000    0.000    0.000    0.000 ssh_exception.py:83(ChannelException)
        1    0.000    0.000    0.000    0.000 ssh_exception.py:97(BadHostKeyException)
        1    0.000    0.000    0.000    0.000 subprocess.py:389(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:402(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:420(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:426(pywintypes)
        1    0.000    0.000    0.000    0.000 subprocess.py:649(Popen)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.022    0.022    0.024    0.024 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:368(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:497(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 threading.py:1006(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1022(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1033(setDaemon)
        1    0.000    0.000    0.000    0.000 threading.py:113(RLock)
        6    0.000    0.000    0.000    0.000 threading.py:1150(currentThread)
        1    0.000    0.000    0.000    0.000 threading.py:131(__init__)
       44    0.000    0.000    0.001    0.000 threading.py:146(acquire)
       44    0.000    0.000    0.000    0.000 threading.py:186(release)
       18    0.000    0.000    0.001    0.000 threading.py:241(Condition)
       18    0.001    0.000    0.001    0.000 threading.py:259(__init__)
       38    0.000    0.000    0.000    0.000 threading.py:293(_release_save)
       38    0.000    0.000    0.000    0.000 threading.py:296(_acquire_restore)
       43    0.000    0.000    0.002    0.000 threading.py:299(_is_owned)
       38    0.003    0.000    1.858    0.049 threading.py:308(wait)
        5    0.000    0.000    0.000    0.000 threading.py:372(notify)
        5    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
       10    0.000    0.000    0.001    0.000 threading.py:539(Event)
       10    0.000    0.000    0.001    0.000 threading.py:558(__init__)
       45    0.000    0.000    0.000    0.000 threading.py:567(isSet)
        2    0.000    0.000    0.000    0.000 threading.py:573(set)
       30    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:587(clear)
       43    0.000    0.000    0.641    0.015 threading.py:600(wait)
        1    0.000    0.000    0.000    0.000 threading.py:625(_newname)
      134    0.000    0.000    0.000    0.000 threading.py:63(_note)
        1    0.000    0.000    0.000    0.000 threading.py:654(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:707(_set_daemon)
        1    0.000    0.000    0.001    0.001 threading.py:724(start)
        1    0.000    0.000    0.098    0.098 threading.py:909(join)
        2    0.000    0.000    0.000    0.000 threading.py:965(name)
        1    0.000    0.000    0.001    0.001 traceback.py:130(format_exception)
        1    0.000    0.000    0.000    0.000 traceback.py:147(format_exception_only)
        1    0.000    0.000    0.000    0.000 traceback.py:202(_format_final_exc_line)
        1    0.000    0.000    0.000    0.000 traceback.py:211(_some_str)
        1    0.000    0.000    0.000    0.000 traceback.py:27(format_list)
        1    0.000    0.000    0.001    0.001 traceback.py:74(format_tb)
